run,indices,signs,weights,results
35,"[8140, 2202, 62, 1469, 1254, 3466, 3102, 3873, 4028, 306]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9632459363237327, 0.8966768963985065, 0.8000979772488493, 0.6821974007446545, 0.5748666467627197, 0.46364378430662917, 0.37636336530902303, 0.3046633377759458, 0.2392543798190019, 0.2122319861161908]"
36,"[3950, 8558, 4093, 205, 4419, 450, 9633, 5550, 8130, 2283]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9636234648510403, 0.8959071341645548, 0.8023268855526297, 0.6887123381470505, 0.5744850236272703, 0.4739544058871578, 0.3855420500228467, 0.3132635908388844, 0.2660343695306453, 0.24908822875668596]"
37,"[1477, 4516, 4684, 2048, 5175, 8062, 1070, 4128, 853, 4765]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9641282163401763, 0.8922961985630705, 0.798311960144366, 0.688880642778953, 0.5751109104491666, 0.4767709305662533, 0.39352033126024816, 0.3270962009855009, 0.2605993817763963, 0.24018485248710494]"
38,"[9619, 7178, 1414, 329, 2838, 9312, 603, 5305, 9106, 1174]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9665403516984753, 0.8977730100392309, 0.8038895343082832, 0.6962307393923824, 0.5883478180784494, 0.47997787053192476, 0.3781992491416463, 0.3082694375668852, 0.26066136154043706, 0.22202651690508718]"
39,"[1166, 4850, 4175, 6977, 9113, 7968, 6766, 9092, 8104, 6729]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9642252285064261, 0.894458539653079, 0.799860328828744, 0.6885815959224509, 0.584431562361009, 0.4837462134558482, 0.39886808471080387, 0.330254248939245, 0.28456747694139783, 0.2606358850323914]"
40,"[6187, 3482, 6742, 7831, 7170, 9521, 9989, 2677, 2690, 7484]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9633060350825806, 0.894575984947428, 0.805342282929767, 0.6925361648814695, 0.577846365111276, 0.46873800981114294, 0.36860375273837265, 0.3028295059736868, 0.2556755093913442, 0.23023055733958558]"
41,"[8762, 7882, 6297, 497, 2460, 2258, 5296, 8636, 6734, 3615]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9645562526663752, 0.8896147025823516, 0.7966707888798102, 0.6882771394577848, 0.57688071966645, 0.4573962414408823, 0.35728495802739757, 0.28009896805677426, 0.23717105116956336, 0.22244865176981052]"
42,"[8373, 4139, 7158, 161, 615, 3879, 616, 8747, 8834, 704]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9640495395581274, 0.891922589495484, 0.8083403756813207, 0.7085745996421218, 0.5991179412380405, 0.4917724364809952, 0.3995049827392151, 0.319215491232833, 0.2715940292596456, 0.2417617300174998]"
43,"[6796, 3538, 9190, 5114, 1822, 5037, 1389, 2387, 2204, 1738]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9652630210312259, 0.9006278870699796, 0.8114414682434588, 0.6989568763012163, 0.5804996116175867, 0.4729263377272427, 0.37724760541016333, 0.31145262242794164, 0.2626383445361651, 0.23251506403399833]"
44,"[9264, 2050, 5346, 2263, 2461, 8934, 8760, 8123, 1696, 8237]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9625915322149711, 0.8929739666055139, 0.7999942580974875, 0.695207212575437, 0.587746365846744, 0.48603151504570663, 0.39721432675798973, 0.33911577537728343, 0.29115229890794975, 0.26806885201892194]"
45,"[7746, 757, 4877, 7281, 6444, 4342, 7661, 2435, 1411, 8986]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9633074942653594, 0.892481868049179, 0.79718588385002, 0.6883749818959154, 0.5763183812972412, 0.4626442045412617, 0.3657227928954176, 0.292230931709789, 0.23313986648621957, 0.21667939469414074]"
46,"[6721, 8867, 3483, 9966, 1280, 6182, 8024, 304, 7407, 6248]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.964113020476639, 0.8961535995742382, 0.8013396767503538, 0.6888953097731846, 0.580690385046644, 0.48106467452925217, 0.39775987737816576, 0.33292017270384217, 0.28635185640094, 0.25586455259956437]"
47,"[7596, 9637, 6093, 3928, 8969, 6965, 2286, 6500, 857, 1521]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9644711079006044, 0.8947216751837246, 0.7974667549326329, 0.6815270047856453, 0.5610189756635696, 0.4497484382523874, 0.3574271723227966, 0.2763269653875994, 0.23413578614827849, 0.21067716501581596]"
48,"[559, 7974, 8964, 545, 2728, 6274, 3582, 6848, 7753, 43]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9632845772565628, 0.8973210352861044, 0.8083423901374777, 0.7023850802963918, 0.5937110196703576, 0.4897137226293021, 0.39331163479435105, 0.3310922127615238, 0.28803984978419545, 0.2575036952143173]"
49,"[8788, 7438, 7507, 4606, 9479, 3156, 3486, 7509, 9731, 1008]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0.9825201967683334, 0.9653459370576843, 0.9484718800274279, 0.9318927781937794, 0.9156034757979407, 0.8995989072027624, 0.8838740953174353, 0.8684241500497196, 0.8532442667852227, 0.8383297248932695]","[1, 0.9654095822426372, 0.8946256258146135, 0.803216796582057, 0.6967130532502921, 0.5890553091711898, 0.4831841200303034, 0.39341513680610385, 0.31763055737516876, 0.26738752141715916, 0.22648393418686327]"
