run,indices,signs,weights,results
24,"[8671, 3871, 3470, 4056, 3323, 5750, 5454, 5862, 6405, 506]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0340965750865567, 1.0655894796672594, 1.0971189022554924, 1.1203509094118438, 1.1429567843884811, 1.1444622883872324, 1.132135789022121, 1.126942548252019, 1.1186128470317804, 1.1286978092479756]"
25,"[6177, 6006, 9296, 2219, 2398, 3939, 8176, 2039, 6531, 4401]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0330000610719787, 1.0592056014005196, 1.0811110885726785, 1.0985092730716792, 1.1244741800023441, 1.1483264215544466, 1.149246400065293, 1.1384200724259503, 1.100261830169893, 1.067110707748477]"
26,"[7967, 1137, 8702, 2520, 4659, 9072, 967, 1417, 399, 3249]","[1, -1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, -1.0740516033214678, -1.1131090701986535, -1.153586846597415, -1.1955365815185317, -1.239011802158511, -1.2840679822094465, -1.3307626126425707, -1.3791552750658178, -1.429307717749016]","[1, 1.0293933399875272, -1.0552636278435898, -1.0819662590469366, -1.097594834795292, -1.1002052493208943, -1.079452585479021, -1.0768747698019938, -1.0217029017201422, -0.9922047068399671, -0.9535736194807538]"
27,"[7229, 6680, 7831, 1273, 4042, 91, 1421, 6129, 7409, 6128]","[1, 1, 1, 1, 1, 1, 1, 1, -1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, -1.3791552750658178, -1.429307717749016]","[1, 1.0353503761487868, 1.065494661041156, 1.0891819274783856, 1.1223791386005617, 1.130275994803582, 1.1340065553217356, 1.148451452592261, 1.1477265496483744, -1.1254278046652755, -1.1105938684063534]"
28,"[2264, 7792, 7622, 5772, 2945, 1726, 9602, 6759, 8557, 4252]","[1, 1, 1, 1, 1, 1, 1, 1, -1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, -1.3791552750658178, -1.429307717749016]","[1, 1.0305604219644944, 1.051258973882612, 1.0573745671597499, 1.0670424091081732, 1.0822897847407829, 1.0806147730127973, 1.0668407793967156, 1.057963255102543, -1.0379396568083321, -0.9858655858534189]"
29,"[9973, 8567, 5984, 4191, 4209, 8714, 3062, 5942, 7906, 2229]","[1, 1, 1, -1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, -1.153586846597415, -1.1955365815185317, -1.239011802158511, -1.2840679822094465, -1.3307626126425707, -1.3791552750658178, -1.429307717749016]","[1, 1.0353449071087062, 1.065391394652015, 1.0777259232977492, -1.0925356938045139, -1.099901726575157, -1.0786734558057385, -1.061007493760289, -1.0446242514486284, -1.0174870661347606, -0.9591793274903254]"
30,"[9785, 9147, 152, 1268, 215, 6762, 647, 9670, 8899, 3777]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0353456418345572, 1.064472661232012, 1.0882919625063867, 1.1094542596165384, 1.1185541715163594, 1.1105370061237014, 1.0690648852199027, 1.0221234961097443, 0.9926817370474541, 0.9780349154950658]"
31,"[908, 1930, 8249, 8888, 4312, 2523, 3164, 1469, 1564, 825]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0306718104066936, 1.0641361735990702, 1.0850813967345558, 1.1159372875175402, 1.137790062746685, 1.1449267688667304, 1.1241948961954196, 1.1216251337113157, 1.1159786180887588, 1.1023606162249617]"
32,"[3262, 6625, 514, 6034, 8090, 4120, 47, 8785, 6132, 566]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0356964167432394, 1.0639161790675709, 1.0896119800773891, 1.094728346374706, 1.101059770194378, 1.101426513582665, 1.070677970862663, 1.0427680043725929, 0.9941281666153903, 0.9325225243201409]"
33,"[2643, 4049, 9386, 847, 6014, 9572, 8850, 7425, 48, 618]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0337027489751027, 1.065272217203899, 1.0840330269985603, 1.1075423542005247, 1.1268662137784744, 1.147771904063863, 1.154555025349225, 1.1354481307633533, 1.1184154891984714, 1.09766698059472]"
34,"[1081, 794, 1583, 5289, 8125, 9491, 3575, 9748, 8165, 5426]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.033673996070206, 1.060484757970994, 1.0803076169276942, 1.094813405368808, 1.112699773530366, 1.101681619071634, 1.054628947125101, 1.041250275002938, 1.0095075319235012, 0.9549479597649615]"
35,"[202, 787, 9612, 1301, 4049, 8860, 5655, 8201, 2551, 881]","[-1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, -1.0363646092575083, -1.0740516033214678, -1.1131090701986535, -1.153586846597415, -1.1955365815185317, -1.239011802158511, -1.2840679822094465, -1.3307626126425707, -1.3791552750658178, -1.429307717749016]","[1, -1.032314007356876, -1.0467833729399725, -1.0619161276780964, -1.0660519417172873, -1.0798058228365663, -1.064905798094299, -1.0564581909461461, -1.039616293145123, -1.0258774938962925, -0.965317070003202]"
36,"[6456, 3383, 7234, 7586, 7237, 6211, 6069, 5820, 3443, 7180]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0337854831726832, 1.0554168389549625, 1.063926605232815, 1.066028612379163, 1.0811877011737128, 1.0955941825816278, 1.073577488889316, 1.0514371665658906, 1.030995100860608, 0.9834778729994773]"
37,"[9091, 1191, 5169, 182, 1416, 5677, 5549, 5338, 6790, 2352]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0330907213364557, 1.0639885840251677, 1.0931635217132833, 1.1168059508686206, 1.119835129975734, 1.134880969919122, 1.1530744968604583, 1.1548161253374603, 1.1519217553480408, 1.1210150854475973]"
38,"[7883, 6663, 4925, 2597, 4617, 890, 6925, 1646, 3278, 6166]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0342581574325516, 1.0647525280737917, 1.0863713657446619, 1.1021105537258522, 1.0990531776931296, 1.0870549302844168, 1.0478714176635944, 1.0036365839170869, 0.9431746625476319, 0.8639288443521842]"
39,"[4819, 252, 9963, 9372, 3889, 2084, 7164, 2620, 5454, 7401]","[1, 1, -1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, -1.1131090701986535, -1.153586846597415, -1.1955365815185317, -1.239011802158511, -1.2840679822094465, -1.3307626126425707, -1.3791552750658178, -1.429307717749016]","[1, 1.0316873247960312, 1.0614847711308828, -1.090655461943711, -1.115950783314314, -1.1145098410147196, -1.0926975476778535, -1.1013683606085827, -1.1033038370933657, -1.0765520475863088, -1.0626412779606058]"
40,"[6021, 3852, 8902, 1260, 5293, 4396, 2924, 6309, 6686, 1142]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0322345258205456, 1.055394635822923, 1.086309474647021, 1.1140300004289503, 1.1201271765520286, 1.130967086365929, 1.1482250048800515, 1.1285412466581906, 1.1065306122670853, 1.0628306902585583]"
41,"[5705, 1497, 1717, 6968, 5356, 243, 3505, 8469, 3728, 6391]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0332443164692127, 1.0612587948143, 1.0915409253031882, 1.1044365311422, 1.1380263661429788, 1.156960750573949, 1.1525754058424897, 1.1405209779718501, 1.1283257516786167, 1.0839492478651769]"
42,"[7300, 8624, 2922, 9880, 6827, 6849, 1628, 9891, 9933, 5866]","[1, 1, 1, 1, 1, -1, 1, -1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, -1.239011802158511, -1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0347051806890561, 1.0640086380636837, 1.085680347595901, 1.1055683312643758, 1.1161987779777642, -1.1185623317983984, -1.1180997593604496, 1.100852568423249, 1.0897017828534963, 1.037477382584593]"
43,"[7520, 5315, 6425, 5170, 8179, 6858, 3297, 2315, 6182, 9487]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0327037002468038, 1.0538182212844234, 1.069591363919105, 1.0810241337286928, 1.099848422175183, 1.0873826203776191, 1.040187123522383, 1.0081317648220676, 0.9688802482865744, 0.8726776894295774]"
44,"[7403, 2073, 9860, 5190, 1966, 5078, 528, 7851, 5105, 1104]","[1, 1, 1, 1, 1, -1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, -1.239011802158511, -1.2840679822094465, -1.3307626126425707, -1.3791552750658178, -1.429307717749016]","[1, 1.0344116749011818, 1.0590075004309472, 1.08065846051223, 1.0966448606394652, 1.1158457994696025, -1.1188578203881885, -1.0899950346188472, -1.0473579457793605, -0.9905658495173814, -0.9752830305232196]"
45,"[4645, 6839, 8815, 2520, 6823, 5836, 1289, 4570, 1303, 1751]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0325078830539576, 1.0629593778978634, 1.0822224113159227, 1.0921803304692472, 1.0909603776852288, 1.0942235351053837, 1.0796551415247795, 1.0489342559497747, 1.0177238850952515, 0.9760511692589786]"
46,"[2310, 6320, 1433, 7133, 3488, 5956, 8295, 6223, 2483, 8629]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0297065345594938, 1.0354182694094063, 1.0645167272920444, 1.0839562611080105, 1.0991256102016669, 1.1141320316671601, 1.1090838974567647, 1.0678537852750596, 1.0476359900663081, 1.028765608299024]"
47,"[2499, 6631, 1235, 6678, 9729, 6285, 7211, 1709, 3673, 7826]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0308868758880851, 1.0600298540767725, 1.0931993477714577, 1.1175738411184608, 1.12968522453175, 1.113783284424134, 1.0787972613318475, 1.0701158882400414, 1.0367232323132554, 0.9891268644966905]"
48,"[8531, 4376, 4021, 227, 3973, 7401, 5898, 5227, 6200, 4970]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.0346485550553757, 1.0680191084972144, 1.0974440487902768, 1.1268572976232154, 1.1313943511466766, 1.14261480230985, 1.1507331353755395, 1.1551831515462492, 1.1139923242034735, 1.0977886570397626]"
49,"[5526, 7046, 6036, 7560, 2366, 4045, 7558, 76, 7320, 3789]","[1, 1, -1, -1, -1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, -1.1131090701986535, 1.153586846597415, -1.1955365815185317, -1.239011802158511, -1.2840679822094465, -1.3307626126425707, -1.3791552750658178, -1.429307717749016]","[1, 1.0347574234454833, 1.0604377517807246, -1.0877447586664002, 1.1081139928248596, -1.1244508390402987, -1.1199785963614937, -1.1171141545229815, -1.1143722954473152, -1.088674787042435, -1.0625803713661008]"
50,"[8943, 7460, 5687, 8035, 4781, 4187, 5122, 2177, 4256, 376]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.0363646092575083, 1.0740516033214678, 1.1131090701986535, 1.153586846597415, 1.1955365815185317, 1.239011802158511, 1.2840679822094465, 1.3307626126425707, 1.3791552750658178, 1.429307717749016]","[1, 1.029625322428196, 1.057476772589977, 1.0621422727295668, 1.0813130376080455, 1.0663462129202455, 1.0343430981649944, 1.0274982405361432, 0.9724451386205689, 0.9445833820039512, 0.8873391355439212]"
