run,indices,signs,weights,results
29,"[9, 278, 700, 516, 405, 720, 515, 700, 106, 640]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.1849730988458071, 1.4041612449882361, 1.6638933017528967, 1.9716688019269117, 2.336374490116932, 2.7685409196181543, 3.2806465128013462, 3.887477864491901, 4.606556691781452, 5.45864575806916]","[1, 1.1744031172311118, 1.335264351562292, 1.503142328482315, 1.6411682534028296, 1.6309217438221093, 1.3973364220623932, 1.303412947581214, 1.532891321848456, 1.7507884491893233, 2.1800056524294535]"
30,"[598, 689, 7, 682, 221, 735, 879, 262, 892, 657]","[1, 1, 1, 1, 1, 1, 1, 1, -1, 1]","[1, 1.1849730988458071, 1.4041612449882361, 1.6638933017528967, 1.9716688019269117, 2.336374490116932, 2.7685409196181543, 3.2806465128013462, 3.887477864491901, -4.606556691781452, -5.45864575806916]","[1, 1.1738470017183298, 1.359947031365987, 1.5155514404296722, 1.6455319666521788, 1.5073180355580036, 1.3394542744391993, 1.0153969306425845, 0.9338199559571183, -0.9194259810922357, -1.1314529776939486]"
31,"[677, 294, 319, 900, 944, 804, 293, 589, 428, 744]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.1849730988458071, 1.4041612449882361, 1.6638933017528967, 1.9716688019269117, 2.336374490116932, 2.7685409196181543, 3.2806465128013462, 3.887477864491901, 4.606556691781452, 5.45864575806916]","[1, 1.1603175016658225, 1.3050699746339591, 1.3699069632059608, 1.3711614146649447, 1.2528230273352698, 1.1192144289916717, 1.1081755035526195, 1.054067415332197, 1.318674559871297, 1.7020299352879087]"
32,"[902, 696, 289, 25, 279, 590, 443, 635, 984, 906]","[1, 1, 1, 1, 1, 1, 1, 1, -1, 1]","[1, 1.1849730988458071, 1.4041612449882361, 1.6638933017528967, 1.9716688019269117, 2.336374490116932, 2.7685409196181543, 3.2806465128013462, 3.887477864491901, -4.606556691781452, -5.45864575806916]","[1, 1.1639760010935323, 1.3550809941233701, 1.4671462753629894, 1.5261114125372996, 1.5536078433408418, 1.4366945910616997, 1.3633316634660935, 1.5615483443697913, -1.7173594094882536, -1.9826140428150911]"
33,"[261, 304, 105, 237, 778, 130, 506, 750, 920, 675]","[1, 1, -1, 1, 1, -1, 1, 1, 1, 1]","[1, 1.1849730988458071, 1.4041612449882361, -1.6638933017528967, -1.9716688019269117, -2.336374490116932, 2.7685409196181543, 3.2806465128013462, 3.887477864491901, 4.606556691781452, 5.45864575806916]","[1, 1.1395514454974582, 1.2751991714213626, -1.3658717661860806, -1.314308962676163, -1.2009826481285242, 0.9275702354527856, 0.7719114747546574, 0.7644725000213601, 1.0284421802003312, 1.613986996717716]"
34,"[52, 315, 251, 822, 327, 228, 916, 227, 327, 375]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.1849730988458071, 1.4041612449882361, 1.6638933017528967, 1.9716688019269117, 2.336374490116932, 2.7685409196181543, 3.2806465128013462, 3.887477864491901, 4.606556691781452, 5.45864575806916]","[1, 1.1632757639879177, 1.3280348722609505, 1.4020557702380914, 1.4440825745964838, 1.2300066715295983, 1.0535358079492816, 0.9358206753806696, 1.006572182003948, 1.2837164830866512, 1.6989573350575944]"
35,"[964, 800, 346, 370, 928, 681, 199, 495, 339, 975]","[-1, 1, 1, 1, 1, 1, -1, 1, 1, 1]","[1, -1.1849730988458071, -1.4041612449882361, -1.6638933017528967, -1.9716688019269117, -2.336374490116932, -2.7685409196181543, 3.2806465128013462, 3.887477864491901, 4.606556691781452, 5.45864575806916]","[1, -1.147470656262016, -1.2548991906662437, -1.3463064040042487, -1.497131415380287, -1.4750117414009931, -1.4960347237952492, 1.7106117109533496, 2.1722036548373085, 2.686043603324777, 3.491613804332833]"
36,"[932, 277, 849, 664, 904, 952, 307, 442, 537, 260]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.1849730988458071, 1.4041612449882361, 1.6638933017528967, 1.9716688019269117, 2.336374490116932, 2.7685409196181543, 3.2806465128013462, 3.887477864491901, 4.606556691781452, 5.45864575806916]","[1, 1.1641912094352822, 1.3244473151760898, 1.379709912853051, 1.3346462009395075, 1.2543473261897802, 1.1537461655394234, 1.0202854774715024, 1.0932097206498976, 1.2429815388178214, 1.7559734632471427]"
37,"[423, 853, 209, 331, 955, 468, 600, 47, 30, 439]","[1, -1, -1, 1, -1, 1, 1, -1, -1, 1]","[1, 1.1849730988458071, -1.4041612449882361, 1.6638933017528967, 1.9716688019269117, -2.336374490116932, -2.7685409196181543, -3.2806465128013462, 3.887477864491901, -4.606556691781452, -5.45864575806916]","[1, 1.1436504778555752, -1.2369929254245577, 1.2817147247826173, 1.1819900986754477, -1.181080265800437, -1.1306237058884083, -1.0114870291790792, 1.0936235760887403, -1.4973197799758005, -2.146242770496256]"
38,"[263, 30, 735, 580, 922, 908, 742, 692, 77, 625]","[1, -1, 1, -1, 1, 1, 1, 1, 1, 1]","[1, 1.1849730988458071, -1.4041612449882361, -1.6638933017528967, 1.9716688019269117, 2.336374490116932, 2.7685409196181543, 3.2806465128013462, 3.887477864491901, 4.606556691781452, 5.45864575806916]","[1, 1.1591231802562223, -1.237661656884698, -1.245897531315454, 1.1547012726501324, 1.061776098935843, 0.9589058136487811, 0.9299697021753323, 0.9684703311794168, 1.3067240941631815, 1.9414770872071163]"
39,"[360, 472, 218, 663, 126, 672, 438, 879, 859, 540]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.1849730988458071, 1.4041612449882361, 1.6638933017528967, 1.9716688019269117, 2.336374490116932, 2.7685409196181543, 3.2806465128013462, 3.887477864491901, 4.606556691781452, 5.45864575806916]","[1, 1.1591693307498347, 1.2859101637804764, 1.1931177441299996, 1.0547107169648129, 0.9923251818925228, 0.9976693024730263, 1.0439229857135215, 1.212247003600407, 1.5977157645683395, 2.190262391511663]"
40,"[162, 514, 862, 230, 395, 435, 262, 377, 576, 510]","[1, 1, 1, 1, 1, 1, 1, 1, -1, 1]","[1, 1.1849730988458071, 1.4041612449882361, 1.6638933017528967, 1.9716688019269117, 2.336374490116932, 2.7685409196181543, 3.2806465128013462, 3.887477864491901, -4.606556691781452, -5.45864575806916]","[1, 1.1499544703093845, 1.2628034135939743, 1.3006644149791273, 1.2566470990874676, 1.1898766311073714, 1.199932213192196, 1.1298456343063552, 1.2620451333075446, -3.0041927800269277, -3.2580201182950566]"
41,"[76, 760, 234, 353, 88, 373, 256, 554, 147, 717]","[1, 1, 1, 1, 1, 1, -1, 1, 1, 1]","[1, 1.1849730988458071, 1.4041612449882361, 1.6638933017528967, 1.9716688019269117, 2.336374490116932, 2.7685409196181543, -3.2806465128013462, -3.887477864491901, -4.606556691781452, -5.45864575806916]","[1, 1.1434845335175765, 1.2379102676088714, 1.2827448662348095, 1.3015987815534469, 1.2297845489563723, 1.1385202742780525, -1.1259863727188177, -1.3133761927132455, -1.7682026191654125, -2.1880389486513256]"
42,"[370, 427, 207, 915, 563, 456, 567, 317, 163, 788]","[1, 1, 1, 1, 1, 1, 1, -1, 1, 1]","[1, 1.1849730988458071, 1.4041612449882361, 1.6638933017528967, 1.9716688019269117, 2.336374490116932, 2.7685409196181543, 3.2806465128013462, -3.887477864491901, -4.606556691781452, -5.45864575806916]","[1, 1.179233204423193, 1.325928079901755, 1.476318847949064, 1.4957448823391781, 1.6036352152258961, 1.6122842131913504, 1.501612151845097, -1.5650471248366347, -1.9088358472962659, -2.5303079056978643]"
43,"[528, 463, 146, 126, 885, 450, 735, 450, 152, 816]","[1, 1, -1, 1, 1, -1, 1, -1, 1, 1]","[1, 1.1849730988458071, 1.4041612449882361, -1.6638933017528967, -1.9716688019269117, -2.336374490116932, 2.7685409196181543, 3.2806465128013462, -3.887477864491901, -4.606556691781452, -5.45864575806916]","[1, 1.1689506421590035, 1.2959846426344281, -1.358399159318361, -1.4058398849371867, -1.456491654280904, 1.329471273066349, 1.1489419751651568, -1.014066436083296, -0.9767654290726672, -1.0177999679069538]"
44,"[358, 52, 499, 420, 328, 835, 508, 177, 709, 816]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.1849730988458071, 1.4041612449882361, 1.6638933017528967, 1.9716688019269117, 2.336374490116932, 2.7685409196181543, 3.2806465128013462, 3.887477864491901, 4.606556691781452, 5.45864575806916]","[1, 1.1494600818073355, 1.279663276471337, 1.3509623956574561, 1.379898712269568, 1.3637898442627745, 1.138856928197986, 1.1502309020695758, 1.247218020343637, 1.3618560016644727, 1.6598258257414389]"
45,"[298, 462, 231, 787, 861, 830, 199, 522, 407, 777]","[1, 1, -1, 1, 1, 1, -1, 1, 1, 1]","[1, 1.1849730988458071, 1.4041612449882361, -1.6638933017528967, -1.9716688019269117, -2.336374490116932, -2.7685409196181543, 3.2806465128013462, 3.887477864491901, 4.606556691781452, 5.45864575806916]","[1, 1.1518601386106977, 1.2249731068595673, -1.2793534418179489, -1.1997454268985335, -1.0642855505580613, -1.0138327884496023, 1.1565590168391007, 1.5718567903377716, 2.2475310831685404, 3.1385871989587297]"
46,"[484, 860, 675, 957, 941, 18, 806, 594, 180, 106]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.1849730988458071, 1.4041612449882361, 1.6638933017528967, 1.9716688019269117, 2.336374490116932, 2.7685409196181543, 3.2806465128013462, 3.887477864491901, 4.606556691781452, 5.45864575806916]","[1, 1.1727635023145706, 1.2423843811578543, 1.3123210127553224, 1.236793548414118, 1.1049718741368584, 0.9242961414247107, 1.0105164102207036, 1.264081810995485, 1.6747618480881943, 2.3147163203366645]"
47,"[936, 188, 592, 711, 949, 768, 745, 956, 879, 812]","[1, -1, 1, 1, 1, 1, 1, -1, 1, 1]","[1, 1.1849730988458071, -1.4041612449882361, -1.6638933017528967, -1.9716688019269117, -2.336374490116932, -2.7685409196181543, -3.2806465128013462, 3.887477864491901, 4.606556691781452, 5.45864575806916]","[1, 1.1579708961544757, -1.279599754417444, -1.2934235029114147, -1.344091994538007, -1.2886247505748987, -1.134433269894983, -1.1390944545061734, 1.2931816200733355, 1.6532670225019395, 2.178197430966017]"
48,"[808, 676, 490, 873, 682, 736, 29, 440, 935, 501]","[1, 1, 1, 1, 1, 1, 1, -1, 1, 1]","[1, 1.1849730988458071, 1.4041612449882361, 1.6638933017528967, 1.9716688019269117, 2.336374490116932, 2.7685409196181543, 3.2806465128013462, -3.887477864491901, -4.606556691781452, -5.45864575806916]","[1, 1.1396180261056599, 1.268445650920747, 1.392597051400551, 1.3898826711628305, 1.3976686581339943, 1.386782234461231, 1.3068306402601222, -1.4435595400507053, -1.6931500903941454, -2.1840184672719403]"
49,"[303, 98, 458, 667, 993, 829, 966, 645, 320, 640]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1.1849730988458071, 1.4041612449882361, 1.6638933017528967, 1.9716688019269117, 2.336374490116932, 2.7685409196181543, 3.2806465128013462, 3.887477864491901, 4.606556691781452, 5.45864575806916]","[1, 1.1634729508815427, 1.3277491124769238, 1.4241634686196916, 1.4826589784406758, 1.4448736952154444, 1.4007671098696615, 1.3575603598320631, 1.5052212273185834, 1.6947555649638129, 2.166195386004015]"
50,"[349, 564, 516, 118, 692, 47, 603, 180, 7, 474]","[1, 1, 1, 1, 1, -1, 1, 1, 1, 1]","[1, 1.1849730988458071, 1.4041612449882361, 1.6638933017528967, 1.9716688019269117, 2.336374490116932, -2.7685409196181543, -3.2806465128013462, -3.887477864491901, -4.606556691781452, -5.45864575806916]","[1, 1.1757365363171872, 1.3283704025600336, 1.4936271152239426, 1.522791326676533, 1.2857300506061093, -1.167218439831535, -1.0438474821756398, -1.048372251505367, -1.1695073127700677, -1.4146897407873984]"
51,"[585, 136, 734, 622, 304, 906, 429, 817, 689, 346]","[-1, 1, -1, 1, 1, 1, 1, -1, 1, 1]","[1, -1.1849730988458071, -1.4041612449882361, 1.6638933017528967, 1.9716688019269117, 2.336374490116932, 2.7685409196181543, 3.2806465128013462, -3.887477864491901, -4.606556691781452, -5.45864575806916]","[1, -1.1542664885727723, -1.26241527674696, 1.357534016428519, 1.4317117431617428, 1.5024300908965655, 1.6298711830608053, 1.8074410188866978, -2.0937891884167223, -2.4472662290218974, -3.02404788984042]"
52,"[835, 580, 149, 630, 352, 954, 559, 367, 614, 305]","[1, -1, -1, 1, 1, 1, 1, 1, 1, -1]","[1, 1.1849730988458071, -1.4041612449882361, 1.6638933017528967, 1.9716688019269117, 2.336374490116932, 2.7685409196181543, 3.2806465128013462, 3.887477864491901, 4.606556691781452, -5.45864575806916]","[1, 1.126450304195807, -1.2098647119510855, 1.2735038688889413, 1.2449092914591726, 1.098638703668225, 1.011895492482139, 1.110350214021391, 1.1883653714592692, 1.4907658046388477, -1.9640562609447556]"
